MTMZCode,Asset_ID,NF_ID,Named_Faci,Address,Ownership,Parent_Nam,WardName,SUBURB_NAM,Parenttype,SimpleCode,x,y,Tree_zone,_id
ChapRo-6082-Ab,RDS019930,NFI006082,Chapel Road,Chapel Road Bankstown,CBC,Chapel Road,BANKSTOWN,BANKSTOWN,RDS,A,151.0314041,-33.92102024,42,9abd30b6-99b8-488f-b9d7-0c0a649f14c7
SoutTe-2298-Bb,RDS088330,NFI002298,South Terrace,South Terrace Bankstown,CBC,South Terrace,BANKSTOWN,BANKSTOWN,RDS,B,151.0400071,-33.91768855,42,a0249607-4dba-445f-a1da-26fc1a49b91e
StacSt-2300-Bb,RDS089030,NFI002300,Stacey Street,Stacey Street Bankstown,RMS,Stacey Street,BANKSTOWN,BANKSTOWN,RDS,B,151.0402094,-33.91858692,42,a0896a8a-47f7-41f4-8f05-e703b1907531
StewLa-2418-Bb,RDS090110,NFI002418,Stewart Lane,Stewart Lane Bankstown,CBC,Stewart Lane,BANKSTOWN,BANKSTOWN,RDS,B,151.0325581,-33.91903252,42,a37765cc-9b07-4e29-8e2c-369cd704022c
WestTe-2415-Ab,RDS101210,NFI002415,West Terrace,West Terrace Bankstown,CBC,West Terrace,BANKSTOWN,BANKSTOWN,RDS,A,151.0369857,-33.91893668,42,abc17072-5877-4d57-9c5f-5f29fc7453d2
BankCi-5121-Ac,RDS146410,NFI005121,Bankstown City Plaza,Bankstown City Plaza Bankstown,CBC,Bankstown City Plaza,BANKSTOWN,BANKSTOWN,RDS,A,151.0337768,-33.91795935,42,acd2f8ce-8536-4e52-afce-ae43485b0114
GreePa-2517-Bb,RDS040210,NFI002517,Greenfield Parade,Greenfield Parade Bankstown,CBC,Greenfield Parade,BANKSTOWN,BANKSTOWN,RDS,B,151.0335017,-33.91934527,42,b1003559-919c-42c8-9c4f-86fe73971380
StacSt-2974-Ab,RDS089040,NFI002974,Stacey Street,Stacey Street Bankstown,RMS,Stacey Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0407931,-33.9174141,42,baae7657-b168-4150-9433-7de34dfe2311
SoutTe-5156-Bb,RDS088310,NFI005156,South Terrace,South Terrace Bankstown,CBC,South Terrace,BANKSTOWN,BANKSTOWN,RDS,B,151.0362741,-33.91808972,42,bf32cc30-e991-4357-80be-c3353131cba0
CrosSt-6093-Bb,RDS025810,NFI006093,Cross Street,Cross Street Bankstown,CBC,Cross Street,BANKSTOWN,BANKSTOWN,RDS,B,151.0381971,-33.92076467,42,c34c3689-8094-4d6f-86ee-e107dcea0585
CrosSt-6093-Ab,RDS025810,NFI006093,Cross Street,Cross Street Bankstown,CBC,Cross Street,BANKSTOWN,BANKSTOWN,RDS,A,151.038056,-33.9206633,42,c5fcb042-17c1-44a2-a9f9-57ba0b66094c
RestSt-5128-Ab,RDS080620,NFI005128,Restwell Street,Restwell Street Bankstown,CBC,Restwell Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0349407,-33.92164617,42,c82c1bff-8297-46b4-8279-e03d9c718c04
BankCi-5155-Bb,RDS146420,NFI005155,Bankstown City Plaza,Bankstown City Plaza Bankstown,CBC,Bankstown City Plaza,BANKSTOWN,BANKSTOWN,RDS,B,151.0334299,-33.91843224,42,c8403cd3-1f5c-4ece-95e1-a393a5446831
RaymSt-2413-Ab,RDS079810,NFI002413,Raymond Street,Raymond Street Bankstown,CBC,Raymond Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0366652,-33.91984409,42,cb7abb47-ea18-4950-8924-f1b724ee5598
EastTe-5134-Ab,RDS029710,NFI005134,East Terrace,East Terrace Bankstown,CBC,East Terrace,BANKSTOWN,BANKSTOWN,RDS,A,151.0386076,-33.91894212,42,cecea064-f7c1-4b35-91cf-a27f14909c0a
SoutTe-2416-Ab,RDS088320,NFI002416,South Terrace,South Terrace Bankstown,CBC,South Terrace,BANKSTOWN,BANKSTOWN,RDS,A,151.0381971,-33.91790857,42,d4616064-92f7-4bc7-9110-f0b45f7f3953
SoutTe-5156-Ab,RDS088310,NFI005156,South Terrace,South Terrace Bankstown,CBC,South Terrace,BANKSTOWN,BANKSTOWN,RDS,A,151.0365019,-33.91816994,42,d499deed-ac8f-461a-a66d-494451c76b8c
StacSt-5133-Ab,RDS089020,NFI005133,Stacey Street,Stacey Street Bankstown,RMS,Stacey Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0386022,-33.92319048,42,d91227e0-b17e-4e9a-b49a-f6fd96c89ada
MonaSt-5129-Ab,RDS067110,NFI005129,Mona Street,Mona Street Bankstown,CBC,Mona Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0328129,-33.91975983,42,d9f06c30-d41d-4840-97dd-e2560bc5f67f
LopeLa-2414-Bb,RDS148310,NFI002414,Lopez Lane,Lopez Lane Bankstown,CBC,Lopez Lane,BANKSTOWN,BANKSTOWN,RDS,B,151.035633,-33.91909036,42,ea3880e5-7752-4179-b66a-8e3fc22cc0b4
LopeLa-2414-Ab,RDS148310,NFI002414,Lopez Lane,Lopez Lane Bankstown,CBC,Lopez Lane,BANKSTOWN,BANKSTOWN,RDS,A,151.0356987,-33.9190789,42,ff616f4c-13f0-4044-99dc-4e48f874fa6f
BreaPl-2592-Ab,RDS107510,NFI002592,Breasley Place,Breasley Place Yagoona,CBC,Breasley Place,BASS HILL,YAGOONA,RDS,A,151.0220042,-33.90668364,66,0ffb76ef-a2e7-4680-8bd6-4dd8ed00710f
ChurRo-2591-Ab,RDS021430,NFI002591,Church Road,Church Road Yagoona,CBC,Church Road,BASS HILL,YAGOONA,RDS,A,151.022732,-33.90612478,66,1544c0e1-4b0a-497c-9756-753284bb50c6
BreaPl-2592-Bb,RDS107510,NFI002592,Breasley Place,Breasley Place Yagoona,CBC,Breasley Place,BASS HILL,YAGOONA,RDS,B,151.022094,-33.90663782,66,1c84ae1e-58c6-484a-a572-de148a5bb227
ChurLa-2595-Bb,RDS323110,NFI002595,Church Lane,Church Lane Yagoona,CBC,Church Lane,BASS HILL,YAGOONA,RDS,B,151.0234615,-33.90662148,66,1d445892-dcec-4fdb-9d89-0ad562ab04f0
ChurLa-2595-Ab,RDS323110,NFI002595,Church Lane,Church Lane Yagoona,CBC,Church Lane,BASS HILL,YAGOONA,RDS,A,151.0235309,-33.90668404,66,b72d03b5-1d74-4f9c-a1dc-e1f36484a2e2
ChurRo-2591-Bb,RDS021430,NFI002591,Church Road,Church Road Yagoona,CBC,Church Road,BASS HILL,YAGOONA,RDS,B,151.0228369,-33.90615193,66,c4447313-762d-45a4-ba26-db37a93d1e4c
BirdRo-6104-Ab,RDS010910,NFI006104,Birdwood Road,Birdwood Road Georges Hall,CBC,Birdwood Road,BASS HILL,GEORGES HALL,RDS,A,150.9835301,-33.91267018,48,1f32c8d3-2f5d-4736-83f1-416aa6378e6d
BirdLa-2827-Bb,RDS151010,NFI002827,Birdwood Lane,Birdwood Lane Georges Hall,CBC,Birdwood Lane,BASS HILL,GEORGES HALL,RDS,B,150.9830024,-33.91247047,48,329bd74c-0575-4b4f-b03a-a9c9e63af7bc
GeorCr-6064-Bb,RDS037620,NFI006064,Georges Crescent,Georges Crescent Georges Hall,CBC,Georges Crescent,BASS HILL,GEORGES HALL,RDS,B,150.9822157,-33.91182359,48,75b244e6-d022-4b8c-aff1-7a3d3339774e
NamoLa-2688-Bb,RDS139210,NFI002688,Namoi Lane,Namoi Lane Georges Hall,CBC,Namoi Lane,BASS HILL,GEORGES HALL,RDS,B,150.997308,-33.91528501,48,7e328ad0-4450-460f-8bbe-05517b031d9b
NamoLa-2688-Ab,RDS139210,NFI002688,Namoi Lane,Namoi Lane Georges Hall,CBC,Namoi Lane,BASS HILL,GEORGES HALL,RDS,A,150.9978384,-33.9153131,48,95761538-a7a0-4ac1-b39c-b571b3a9f7a5
EldoAv-1813-Ab,RDS139110,NFI001813,Eldon Avenue,Eldon Avenue Georges Hall,CBC,Eldon Avenue,BASS HILL,GEORGES HALL,RDS,A,150.9979565,-33.91482276,48,b3b3feb7-e665-4263-82a3-66f54524f628
BirdLa-2827-Ab,RDS151010,NFI002827,Birdwood Lane,Birdwood Lane Georges Hall,CBC,Birdwood Lane,BASS HILL,GEORGES HALL,RDS,A,150.9829583,-33.91252089,48,c26baf5a-4974-42e5-ae94-1a047eae3556
GeorCr-6065-Bb,RDS037610,NFI006065,Georges Crescent,Georges Crescent Georges Hall,CBC,Georges Crescent,BASS HILL,GEORGES HALL,RDS,B,150.9825267,-33.91330796,48,d63f66bc-c2c1-4413-9130-05c4cefcff8b
BirdRo-6104-Bb,RDS010910,NFI006104,Birdwood Road,Birdwood Road Georges Hall,CBC,Birdwood Road,BASS HILL,GEORGES HALL,RDS,B,150.9836626,-33.91254955,48,d6719ed6-a3bd-469b-94a9-cd55085f8816
DaviLa-4811-Bc,RDS534410,NFI004811,Davidson Lane,Davidson Lane Lakemba,CBC,Davidson Lane,ROSELANDS,LAKEMBA,RDS,B,151.077857,-33.92243226,107,104ecf5d-04ba-442c-83ce-1f1cd84e5af7
DaviLa-4811-Ac,RDS534410,NFI004811,Davidson Lane,Davidson Lane Lakemba,CBC,Davidson Lane,ROSELANDS,LAKEMBA,RDS,A,151.0780152,-33.92269504,107,248d04dc-9d3a-4382-8931-35bf40a5073c
DaviLa-4811-Cc,RDS534410,NFI004811,Davidson Lane,Davidson Lane Lakemba,CBC,Davidson Lane,ROSELANDS,LAKEMBA,RDS,C,151.0778241,-33.92231766,107,294c6c62-94e9-4009-a4e4-767eb476678d
HaldSt-3967-Cc,RDS533320,NFI003967,Haldon Street,Haldon Street Lakemba,CBC,Haldon Street,ROSELANDS,LAKEMBA,RDS,C,151.0788997,-33.92308285,107,5f8a5281-20cf-4365-b96d-84f4fdf10d19
TheBo-4029-Bb,RDS537045,NFI004029,The Boulevarde,The Boulevarde Lakemba,CBC,The Boulevarde,ROSELANDS,LAKEMBA,RDS,B,151.0764181,-33.92023693,107,adb150cc-6726-4f6c-8f2a-7fd2042ff5b0
TheBo-4029-Ab,RDS537045,NFI004029,The Boulevarde,The Boulevarde Lakemba,CBC,The Boulevarde,ROSELANDS,LAKEMBA,RDS,A,151.0764554,-33.92032554,107,c6417887-7d5a-4aec-b891-2fd78f18fc32
BranAv-2518-Bb,RDS013120,NFI002518,Brandon Avenue,Brandon Avenue Bankstown,CBC,Brandon Avenue,BANKSTOWN,BANKSTOWN,RDS,B,151.0302855,-33.92058114,41,028f564f-cb0b-445f-b95a-52bb6892b75f
SirJo-5168-Bb,RDS087510,NFI005168,Sir Joseph Banks Street,Sir Joseph Banks Street Bankstown,CBC,Sir Joseph Banks Street,BANKSTOWN,BANKSTOWN,RDS,B,151.0388658,-33.91338737,43,131bb490-2f21-4d04-9a92-e52bda162f47
BroaLa-1685-Bb,RDS315110,NFI001685,Broad Lane,Broad Lane Bass Hill,CBC,Broad Lane,BASS HILL,BASS HILL,RDS,B,151.0048541,-33.89594753,65,14c7cbc3-6314-4465-a8fc-5f6d1682fde5
HaldSt-4241-Bb,RDS533330,NFI004241,Haldon Street,Haldon Street Lakemba,CBC,Haldon Street,ROSELANDS,LAKEMBA,RDS,B,151.0777826,-33.92120087,107,18e75570-5ada-4a49-bc2f-f7072903902e
BranLa-2516-Bb,RDS151410,NFI002516,Brandon Lane,Brandon Lane Bankstown,CBC,Brandon Lane,BANKSTOWN,BANKSTOWN,RDS,B,151.0306973,-33.92092569,41,1fa8d54a-424f-4f62-a000-8fcf3b25fad0
BankCi-5121-Bc,RDS146410,NFI005121,Bankstown City Plaza,Bankstown City Plaza Bankstown,CBC,Bankstown City Plaza,BANKSTOWN,BANKSTOWN,RDS,B,151.0336531,-33.91795372,41,23098d61-bca6-40cc-837b-37de09ba9dac
BranLa-2516-Ab,RDS151410,NFI002516,Brandon Lane,Brandon Lane Bankstown,CBC,Brandon Lane,BANKSTOWN,BANKSTOWN,RDS,A,151.0307258,-33.92093977,41,3ed849af-bbf3-4be9-b86a-92457a01702d
OneaSt-4240-Bb,RDS534710,NFI004240,Oneata Street,Oneata Street Lakemba,CBC,Oneata Street,ROSELANDS,LAKEMBA,RDS,B,151.077319,-33.92164771,107,573b6aa6-0b3d-417a-8569-7d7e852a0abb
CambAv-2521-Ab,RDS016840,NFI002521,Cambridge Avenue,Cambridge Avenue Bankstown,CBC,Cambridge Avenue,BANKSTOWN,BANKSTOWN,RDS,A,151.0303009,-33.92177738,41,7de97d6a-4c78-4043-9a80-9264fa9f4549
CambLa-2515-Bb,RDS330210,NFI002515,Cambridge Lane,Cambridge Lane Bankstown,CBC,Cambridge Lane,BANKSTOWN,BANKSTOWN,RDS,B,151.0306538,-33.92159852,41,8093b9b7-c009-4c61-82a6-b1eeadc73c0f
BankCi-5155-Ab,RDS146420,NFI005155,Bankstown City Plaza,Bankstown City Plaza Bankstown,CBC,Bankstown City Plaza,BANKSTOWN,BANKSTOWN,RDS,A,151.0331267,-33.91836272,41,9203b720-6c65-46d5-acb9-1cd5af793b5b
CambAv-2521-Bb,RDS016840,NFI002521,Cambridge Avenue,Cambridge Avenue Bankstown,CBC,Cambridge Avenue,BANKSTOWN,BANKSTOWN,RDS,B,151.0302692,-33.92168063,41,9a140455-ce07-4328-8531-15a1b93eec56
OneaSt-4240-Ab,RDS534710,NFI004240,Oneata Street,Oneata Street Lakemba,CBC,Oneata Street,ROSELANDS,LAKEMBA,RDS,A,151.0773949,-33.92172111,107,9e3bd346-b2ae-4a37-927e-a822a07ed48c
DalePa-3156-Ab,RDS026610,NFI003156,Dale Parade,Dale Parade Bankstown,CBC,Dale Parade,BANKSTOWN,BANKSTOWN,RDS,A,151.0313176,-33.91887242,41,a38032e7-a541-4310-8975-cd169afdd80b
CambLa-2515-Ab,RDS330210,NFI002515,Cambridge Lane,Cambridge Lane Bankstown,CBC,Cambridge Lane,BANKSTOWN,BANKSTOWN,RDS,A,151.0306192,-33.9215958,41,a43f5780-e091-4007-a9b1-03c3a64fb08b
BranAv-2518-Ab,RDS013120,NFI002518,Brandon Avenue,Brandon Avenue Bankstown,CBC,Brandon Avenue,BANKSTOWN,BANKSTOWN,RDS,A,151.030278,-33.92067221,41,a7569f6e-94f6-4408-9832-2e1e89cd5734
ChapRo-6081-Bb,RDS019935,NFI006081,Chapel Road,Chapel Road Bankstown,CBC,Chapel Road,BANKSTOWN,BANKSTOWN,RDS,B,151.0315567,-33.91962257,41,adaebe3d-e4d7-48c6-b30f-f90182814e76
SirJo-5168-Ab,RDS087510,NFI005168,Sir Joseph Banks Street,Sir Joseph Banks Street Bankstown,CBC,Sir Joseph Banks Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0389751,-33.91339463,43,ade41b15-ce93-4365-8a83-4f13f3f9e103
DaleLa-2513-Zz,RDS026510,NFI002513,Dale Lane,Dale Lane Bankstown,CBC,Dale Lane,BANKSTOWN,BANKSTOWN,RDS,Z,151.030988,-33.91994684,41,bed8b4f7-8526-4c43-8216-681fc9bfac0a
OneaLa-4497-Bb,RDS534510,NFI004497,Oneata Lane,Oneata Lane Lakemba,CBC,Oneata Lane,ROSELANDS,LAKEMBA,RDS,B,151.0769653,-33.92098302,107,bf67c935-1200-459d-b062-9ba20ee5f4a3
OneaLa-4497-Ab,RDS534510,NFI004497,Oneata Lane,Oneata Lane Lakemba,CBC,Oneata Lane,ROSELANDS,LAKEMBA,RDS,A,151.076941,-33.92100486,107,cf258c3b-52f3-4c6b-af11-38da45ccfd37
DalePa-3156-Bb,RDS026610,NFI003156,Dale Parade,Dale Parade Bankstown,CBC,Dale Parade,BANKSTOWN,BANKSTOWN,RDS,B,151.0314186,-33.91885762,41,d84190e4-ea72-44c4-904c-15df15a83c3d
MariSt-5806-Ab,RDS062490,NFI005806,Marion Street,Marion Street Bankstown,CBC,Marion Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0293602,-33.91767085,41,d96f8453-e434-4187-8746-b44eb60d0cdc
ChapRo-6082-Bb,RDS019930,NFI006082,Chapel Road,Chapel Road Bankstown,CBC,Chapel Road,BANKSTOWN,BANKSTOWN,RDS,B,151.0311753,-33.92134539,41,da285c54-b5ac-4dc6-9c18-9e9ffa057281
SpenSt-1577-Ab,RDS088610,NFI001577,Spencer Street,Spencer Street Sefton,CBC,Spencer Street,BASS HILL,SEFTON,RDS,A,151.0064092,-33.89540656,65,e152ad95-db0d-4cd4-82ac-3c17ce27e4d1
OlymPa-2676-Ab,RDS072610,NFI002676,Olympic Parade,Olympic Parade Bankstown,CBC,Olympic Parade,BANKSTOWN,BANKSTOWN,RDS,A,151.0305766,-33.91873314,41,ed912bd0-6106-4135-8756-6736f0d45d32
OlymPa-2676-Bb,RDS072610,NFI002676,Olympic Parade,Olympic Parade Bankstown,CBC,Olympic Parade,BANKSTOWN,BANKSTOWN,RDS,B,151.0306289,-33.91859545,41,ef6d39ee-f250-4ba1-98f2-179190b04626
ChapRo-5826-Bb,RDS019925,NFI005826,Chapel Road,Chapel Road Bankstown,CBC,Chapel Road,BANKSTOWN,BANKSTOWN,RDS,B,151.0305827,-33.9230299,41,f6ef4cad-c4fb-4260-bb55-a153ccf01202
GreeAv-5424-Bb,RDS040410,NFI005424,Greenwood Avenue,Greenwood Avenue Bankstown,CBC,Greenwood Avenue,BANKSTOWN,BANKSTOWN,RDS,B,151.0291619,-33.91910946,41,fcc1afed-dde7-4880-80ba-357b8f4172c3
BankCi-5121-Cc,RDS146410,NFI005121,Bankstown City Plaza,Bankstown City Plaza Bankstown,CBC,Bankstown City Plaza,BANKSTOWN,BANKSTOWN,RDS,C,151.0333323,-33.91731974,43,016c79c6-cf33-4fd6-b099-3d88feb69dec
NortTe-5752-Bb,RDS071410,NFI005752,North Terrace,North Terrace Bankstown,CBC,North Terrace,BANKSTOWN,BANKSTOWN,RDS,B,151.0347763,-33.91733054,43,03b8f2f0-5c1e-4c5b-bcba-22f2c7fb6cdf
CahoRo-5207-Ab,RDS016310,NFI005207,Cahors Road,Cahors Road Padstow,CBC,Cahors Road,REVESBY,PADSTOW,RDS,A,151.0318096,-33.95094793,22,03d9fa8a-ccb8-4a11-8970-aef83ccb9758
LadyCu-2299-Ab,RDS130610,NFI002299,Lady Cutler Avenue,Lady Cutler Avenue Bankstown,CBC,Lady Cutler Avenue,BANKSTOWN,BANKSTOWN,RDS,A,151.0400407,-33.91588634,43,0f5fbde4-728e-4c66-a6a0-ca7894cbe43a
NortTe-6084-Bb,RDS071440,NFI006084,North Terrace,North Terrace Bankstown,CBC,North Terrace,BANKSTOWN,BANKSTOWN,RDS,B,151.0408309,-33.91708994,43,1b752f26-58fa-42ae-a9bf-a45525860fb2
FrenAv-2391-Bb,RDS036320,NFI002391,French Avenue,French Avenue Bankstown,CBC,French Avenue,BANKSTOWN,BANKSTOWN,RDS,B,151.0359346,-33.9133223,43,20a4204a-72d7-4cc0-95af-4985bf0cfa65
ChapRo-5124-Ab,RDS019955,NFI005124,Chapel Road,Chapel Road Bankstown,CBC,Chapel Road,BANKSTOWN,BANKSTOWN,RDS,A,151.0358656,-33.90799812,43,2189b991-6aef-46f4-b135-03fcac771652
NortTe-5526-Bb,RDS071430,NFI005526,North Terrace,North Terrace Bankstown,CBC,North Terrace,BANKSTOWN,BANKSTOWN,RDS,B,151.0388529,-33.91721915,43,279593b7-fc40-41ad-89e8-e2f5769b159b
NortTe-5525-Ab,RDS071420,NFI005525,North Terrace,North Terrace Bankstown,CBC,North Terrace,BANKSTOWN,BANKSTOWN,RDS,A,151.0366144,-33.91738444,43,27d57d42-1394-46ec-bcb9-6b4c9d04e5ed
AdnuLa-2410-Cc,RDS108710,NFI002410,Adnum Lane,Adnum Lane Bankstown,CBC,Adnum Lane,BANKSTOWN,BANKSTOWN,RDS,C,151.0337127,-33.91668957,43,297075ca-e16e-44e4-973f-c2a4f113a18f
RickRo-5101-Ab,RDS081340,NFI005101,Rickard Road,Rickard Road Bankstown,CBC,Rickard Road,BANKSTOWN,BANKSTOWN,RDS,A,151.0397887,-33.91470016,43,2fb644ed-5890-4110-8cc8-106eed9c264a
TheAp-2407-Bb,RDS093110,NFI002407,The Appian Way,The Appian Way Bankstown,CBC,The Appian Way,BANKSTOWN,BANKSTOWN,RDS,B,151.0354661,-33.91675962,43,306a44bb-e6dd-4b8c-a5f1-72eacef2c0fd
TheMa-3170-Ab,RDS093510,NFI003170,The Mall,The Mall Bankstown,CBC,The Mall,BANKSTOWN,BANKSTOWN,RDS,A,151.0366482,-33.91602368,43,3232e675-8485-4e7e-978c-19975661263f
ConwRo-2400-Bb,RDS023710,NFI002400,Conway Road,Conway Road Bankstown,CBC,Conway Road,BANKSTOWN,BANKSTOWN,RDS,B,151.0365399,-33.91161956,43,34d36324-5dd2-427b-856b-1b2602a2d111
JacoSt-2408-Ab,RDS048910,NFI002408,Jacobs Street,Jacobs Street Bankstown,CBC,Jacobs Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0367416,-33.91540474,43,353bb5a3-82b7-4ac5-8c8f-74392e39c184
MyrtRo-5171-Ab,RDS069410,NFI005171,Myrtle Road,Myrtle Road Bankstown,CBC,Myrtle Road,BANKSTOWN,BANKSTOWN,RDS,A,151.0405611,-33.91334043,43,370ff378-f536-4993-998f-a820dc0acf8f
RickRo-5101-Bb,RDS081340,NFI005101,Rickard Road,Rickard Road Bankstown,CBC,Rickard Road,BANKSTOWN,BANKSTOWN,RDS,B,151.0404336,-33.91453801,43,42b53572-e102-4428-8a2d-becfa32cbe27
LadyCu-2299-Bb,RDS130610,NFI002299,Lady Cutler Avenue,Lady Cutler Avenue Bankstown,CBC,Lady Cutler Avenue,BANKSTOWN,BANKSTOWN,RDS,B,151.0401507,-33.91590824,43,495230f9-0268-4579-9fe1-5deaef9fe0e8
JacoSt-2408-Bb,RDS048910,NFI002408,Jacobs Street,Jacobs Street Bankstown,CBC,Jacobs Street,BANKSTOWN,BANKSTOWN,RDS,B,151.0368488,-33.91536656,43,50d6b887-f328-4583-8c90-a3319198596b
ArabRo-5198-Bb,RDS003830,NFI005198,Arab Road,Arab Road Padstow,CBC,Arab Road,REVESBY,PADSTOW,RDS,B,151.0310002,-33.94839731,22,51168790-f973-483f-b308-4e7100d17f20
ConwRo-2400-Ab,RDS023710,NFI002400,Conway Road,Conway Road Bankstown,CBC,Conway Road,BANKSTOWN,BANKSTOWN,RDS,A,151.0366505,-33.91161718,43,603ecfe1-97bf-4cb4-9431-55f54337cd58
RickRo-2409-Ab,RDS081330,NFI002409,Rickard Road,Rickard Road Bankstown,CBC,Rickard Road,BANKSTOWN,BANKSTOWN,RDS,A,151.0377317,-33.91475753,43,70a78db3-eb6f-4602-9a7f-41cd62cf7385
TerrLa-5753-Cc,RDS330110,NFI005753,Terrace Lane,Terrace Lane Bankstown,CBC,Terrace Lane,BANKSTOWN,BANKSTOWN,RDS,C,151.0343342,-33.91759909,43,71e6b082-549e-4f9f-a0c6-e059b3e1e187
TerrLa-5753-Ac,RDS330110,NFI005753,Terrace Lane,Terrace Lane Bankstown,CBC,Terrace Lane,BANKSTOWN,BANKSTOWN,RDS,A,151.0343156,-33.91757809,43,741c6805-1baa-4a55-922a-48252dae1a55
HumeHi-2386-Ab,RDS047163,NFI002386,Hume Highway,Hume Highway Bankstown,RMS,Hume Highway,BANKSTOWN,BANKSTOWN,RDS,A,151.0365732,-33.90631388,43,7acdd1c9-eb63-44b8-9d87-b282cb1b84ee
ChapRo-5122-Ab,RDS019945,NFI005122,Chapel Road,Chapel Road Bankstown,CBC,Chapel Road,BANKSTOWN,BANKSTOWN,RDS,A,151.0349059,-33.91317471,43,7cccd67f-1ed4-406a-98e1-8d129414280d
HomeSt-4407-Ab,RDS549260,NFI004407,Homer Street,Homer Street Earlwood,CBC,Homer Street,CANTERBURY,EARLWOOD,RDS,A,151.1236805,-33.92785931,116,802b9492-0109-4db5-8ebc-fe86a57e3566
TheMa-3170-Bb,RDS093510,NFI003170,The Mall,The Mall Bankstown,CBC,The Mall,BANKSTOWN,BANKSTOWN,RDS,B,151.0369566,-33.91591442,43,889f44e3-c346-44dd-87fe-9a0b21d7fc8d
NortTe-5526-Ab,RDS071430,NFI005526,North Terrace,North Terrace Bankstown,CBC,North Terrace,BANKSTOWN,BANKSTOWN,RDS,A,151.0387124,-33.91732198,43,8c0be673-0e70-4267-8e7a-898857e8aa98
JacoSt-2938-Bb,RDS048920,NFI002938,Jacobs Street,Jacobs Street Bankstown,CBC,Jacobs Street,BANKSTOWN,BANKSTOWN,RDS,B,151.037067,-33.91346118,43,8c47a937-8d24-4078-8155-f7927898d244
CiviDr-2769-Zz,RDS155610,NFI002769,Civic Drive,Civic Drive Bankstown,CBC,Civic Drive,BANKSTOWN,BANKSTOWN,RDS,Z,151.0363126,-33.9153979,43,93602fe7-cd2a-4161-8efc-3ec6cc13abdf
NortTe-5525-Bb,RDS071420,NFI005525,North Terrace,North Terrace Bankstown,CBC,North Terrace,BANKSTOWN,BANKSTOWN,RDS,B,151.0366605,-33.9172938,43,93ba9022-ded4-4468-af38-4be71d5047e5
FethSt-2411-Ab,RDS033910,NFI002411,Fetherstone Street,Fetherstone Street Bankstown,CBC,Fetherstone Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0343673,-33.91668528,43,94190b2a-2ba9-49e0-9935-919d899eb4c0
JacoSt-2938-Ab,RDS048920,NFI002938,Jacobs Street,Jacobs Street Bankstown,CBC,Jacobs Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0371886,-33.91340991,43,94b995e9-be43-41ef-9671-bf47d43c50db
StacSt-1943-Ab,RDS089045,NFI001943,Stacey Street,Stacey Street Bankstown,RMS,Stacey Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0412099,-33.91622129,43,9ba10365-dbb7-40fa-90f5-69462769475c
FrenAv-2391-Ab,RDS036320,NFI002391,French Avenue,French Avenue Bankstown,CBC,French Avenue,BANKSTOWN,BANKSTOWN,RDS,A,151.0360784,-33.91343404,43,a98647e5-6f65-4355-ad53-9f3264ec9b06
PricLa-2387-Bb,RDS111220,NFI002387,Price Lane,Price Lane Bankstown,CBC,Price Lane,BANKSTOWN,BANKSTOWN,RDS,B,151.0366397,-33.90668443,43,afa5b4b9-ff87-41b6-a0ec-f97095b9a467
StacSt-2297-Ab,RDS089050,NFI002297,Stacey Street,Stacey Street Bankstown,RMS,Stacey Street,BANKSTOWN,BANKSTOWN,RDS,A,151.0415705,-33.9151621,43,b0655876-8505-4e06-a5b1-0ddb2aabb7c5
CahoRo-5211-Ab,RDS016320,NFI005211,Cahors Road,Cahors Road Padstow,CBC,Cahors Road,REVESBY,PADSTOW,RDS,A,151.0300099,-33.94945259,22,b0f804c3-2a05-40c9-8e16-279bdb09f9be
AdnuLa-2410-Ac,RDS108710,NFI002410,Adnum Lane,Adnum Lane Bankstown,CBC,Adnum Lane,BANKSTOWN,BANKSTOWN,RDS,A,151.0339141,-33.91693282,43,b201acd7-b4fe-41db-a690-b83613b888e5
AdnuLa-2410-Bc,RDS108710,NFI002410,Adnum Lane,Adnum Lane Bankstown,CBC,Adnum Lane,BANKSTOWN,BANKSTOWN,RDS,B,151.0336742,-33.91670892,43,bcf5ecba-1201-4d1f-9341-ea1c25a18e42
BankSt-5208-Ab,RDS007410,NFI005208,Banks Street,Banks Street Padstow,CBC,Banks Street,REVESBY,PADSTOW,RDS,A,151.0346008,-33.95118888,22,c8bda5de-b1c8-4d30-823e-fbd93714fab6
RickRo-2409-Bb,RDS081330,NFI002409,Rickard Road,Rickard Road Bankstown,CBC,Rickard Road,BANKSTOWN,BANKSTOWN,RDS,B,151.0375739,-33.91464423,43,ce07de37-0794-4e71-be7d-d43d93abceb3
